,ID_P,NAME_P,DATE_P,COUNTRY_P,RANK_P,PROGRESS_P,POINT_P,HARDPOINT_P,HARDTOUR_P,CLAYPOINT_P,CLAYTOUR_P,GRASSPOINT_P,GRASSTOUR_P,CARPETPOINT_P,CARPETTOUR_P,PRIZE_P,CH_P,DR_P,DP_P,DO_P,IHARDPOINT_P,IHARDTOUR_P,ITF_ID
40735,41708,Divij Sharan/Boy Westerhof,,,,,,,,,,,,,,,,,,,,,
40736,41709,Kazuma Kawachi/Kento Takeuchi,,,,,,,,,,,,,,,,,,,,,
40737,41710,James Duckworth/David Perez Sanz,,,,,,,,,,,,,,,,,,,,,
40738,41711,Liang-Chi Huang/Mark Vervoort,,,,,,,,,,,,,,,,,,,,,
40739,41712,Alexandre Folie/N. Vijay Sundar Prashanth,,,,,,,,,,,,,,,,,,,,,
40740,41713,Toni Androic/Franko Skugor,,,,,,,,,,,,,,,,,,,,,
40741,41714,Samuel Groth/Ryan Harrison,,,,,,,,,,,,,,,,,,,,,
40742,41715,Liang-Yu Lin/Tung-Lin Wu,,,,,,,,,,,,,,,,,,,,,
40743,41716,Denis Kudla/Danai Udomchoke,,,,,,,,,,,,,,,,,,,,,
40744,41717,Matthew Ebden/Chieh-Fu Wang,,,,,,,,,,,,,,,,,,,,,
40745,41718,Tatsuma Ito/Lukas Lacko,,,,,,,,,,,,,,,,,,,,,
40746,41719,Ti Chen/Ramkumar Ramanathan,,,,,,,,,,,,,,,,,,,,,
40747,41720,Yuki Bhambri/Saketh-Sai Myneni,,,,,,,,,,,,,,,,,,,,,
40748,41721,Matthew Barton/Marcos Giron,,,,,,,,,,,,,,,,,,,,,
40749,41722,Libor Salaba/Robin Stanek,,,,,,,,,,,,,,,,,,,,,
40750,41723,Miloslav Mecir/Dominik Suc,,,,,,,,,,,,,,,,,,,,,
40751,41724,Roman Jebavy/Jan Satral,,,,,,,,,,,,,,,,,,,,,
40752,41725,Filip Dolezel/Petr Michnev,,,,,,,,,,,,,,,,,,,,,
40753,41726,Mate Delic/Grzegorz Panfil,,,,,,,,,,,,,,,,,,,,,
40754,41727,Pedro Cachin/Inigo Cervantes,,,,,,,,,,,,,,,,,,,,,
40755,41728,Mikhail Elgin/Denys Molchanov,,,,,,,,,,,,,,,,,,,,,
40756,41729,Aljaz Bedene/David Rice,,,,,,,,,,,,,,,,,,,,,
40757,41730,Ilija Bozoljac/Malek Jaziri,,,,,,,,,,,,,,,,,,,,,
40758,41731,Karen Khachanov/Elias Ymer,,,,,,,,,,,,,,,,,,,,,
40759,41732,Oriol Roca Batalla/Marco Trungelliti,,,,,,,,,,,,,,,,,,,,,
40760,41733,Alessandro Motti/Sean Thornley,,,,,,,,,,,,,,,,,,,,,
40761,41734,Nicolas Kicker/Christian Lindell,,,,,,,,,,,,,,,,,,,,,
40762,41735,Felipe Carvalho/Tiago Lopes,,,,,,,,,,,,,,,,,,,,,
40763,41736,Rodrigo Carvalho (BRA)/Diego Riviere Padilha,,,,,,,,,,,,,,,,,,,,,
40764,41737,Jason Murray Kubler/Alexander Ward,,,,,,,,,,,,,,,,,,,,,
40765,41738,Sekou Bangoura/Jose Statham,,,,,,,,,,,,,,,,,,,,,
40766,41739,Stefan Kozlov/Rhyne Williams,,,,,,,,,,,,,,,,,,,,,
40767,41740,Facundo Arguello/Andrea Collarini,,,,,,,,,,,,,,,,,,,,,
40768,41741,Darian King/Matt Seeberger,,,,,,,,,,,,,,,,,,,,,
40772,41745,Thomas Otu Omang,1993-11-30 00:00:00,NGR,,,,,,,,,,,,,,,,,,,100309277.0
40774,41747,Yshai Oliel,,ISR,,,,,,,,,,,,,,,,,,,100186134.0
40775,41748,Fedor Chervyakov/Mark Fynn,,,,,,,,,,,,,,,,,,,,,
40792,41765,Jonathan Eysseric/Tom Jomby,,,,,,,,,,,,,,,,,,,,,
40801,41774,Ivan Gakhov/Evgeny Tyurnev,,,,,,,,,,,,,,,,,,,,,
40891,41869,Sergiy Sergiienko/Artem Smirnov,,,,,,,,,,,,,,,,,,,,,
40934,41912,Frazier Rengifo,1999-01-19 00:00:00,COL,,,,,,,,,,,,,,,,,,,
40935,41913,Alejandro Hoyos Franco,1999-09-17 00:00:00,COL,,,,,,,,,,,,,,,,,,,
40936,41914,Juan-Sebastian Cabal/Adrian Mannarino,,,,,,,,,,,,,,,,,,,,,
40937,41915,Mahesh Bhupathi/Nick Kyrgios,,,,,,,,,,,,,,,,,,,,,
40939,41917,Marin Cilic/Viktor Troicki,,,,,,,,,,,,,,,,,,,,,
40940,41918,Dimitar Kutrovsky/Franko Skugor,,,,,,,,,,,,,,,,,,,,,
40941,41919,Hsin-Han Lee/Luke Saville,,,,,,,,,,,,,,,,,,,,,
40942,41920,Toshihide Matsui/Ze Zhang,,,,,,,,,,,,,,,,,,,,,
40943,41921,John-Patrick Smith/Jordan Thompson,,,,,,,,,,,,,,,,,,,,,
40944,41922,Yunseong Chung/Seong Chan Hong,,,,,,,,,,,,,,,,,,,,,
40945,41923,Jarmere Jenkins/Denis Kudla,,,,,,,,,,,,,,,,,,,,,
40946,41924,Lukas Lacko/Jimmy Wang,,,,,,,,,,,,,,,,,,,,,
40947,41925,James Cerretani/Andrew Whittington,,,,,,,,,,,,,,,,,,,,,
40948,41926,Sanjar Fayziev/Djurabeck Karimov,,,,,,,,,,,,,,,,,,,,,
40949,41927,Temur Ismailov/Shonigmatjon Shofayziyev,,,,,,,,,,,,,,,,,,,,,
40950,41928,Sagadat Ayap/Timur Khabibulin,,,,,,,,,,,,,,,,,,,,,
40951,41929,Yuki Bhambri/Adrian Menendez-Maceiras,,,,,,,,,,,,,,,,,,,,,
40952,41930,Nikola Milojevic/Aldin Setkic,,,,,,,,,,,,,,,,,,,,,
40953,41931,Dennis Novak/Anton Zaitcev,,,,,,,,,,,,,,,,,,,,,
40954,41932,Laurynas Grigelis/Adrian Sikora,,,,,,,,,,,,,,,,,,,,,
40955,41933,Robin Haase/Aisam Qureshi,,,,,,,,,,,,,,,,,,,,,
40956,41934,Mathias Bourgue/David Guez,,,,,,,,,,,,,,,,,,,,,
40957,41935,Malek Jaziri/Philipp Petzschner,,,,,,,,,,,,,,,,,,,,,
40958,41936,Maxime Chazal/Constant Lestienne,,,,,,,,,,,,,,,,,,,,,
40959,41937,Norbert Gombos/Jurgen Zopp,,,,,,,,,,,,,,,,,,,,,
40960,41938,Marcus Daniell/Frank Moser,,,,,,,,,,,,,,,,,,,,,
40961,41939,Pierre-Hugues Herbert/Paul-Henri Mathieu,,,,,,,,,,,,,,,,,,,,,
40962,41940,Dustin Brown/Frantisek Cermak,,,,,,,,,,,,,,,,,,,,,
40963,41941,Giulio Di Meo/Potito Starace,,,,,,,,,,,,,,,,,,,,,
40964,41942,Maxime Authom/Gerald Melzer,,,,,,,,,,,,,,,,,,,,,
40965,41943,Jan Mertl/Alessandro Motti,,,,,,,,,,,,,,,,,,,,,
40966,41944,Roman Jebavy/Denys Molchanov,,,,,,,,,,,,,,,,,,,,,
40967,41945,Lorenzo Sonego/Stefano Travaglia,,,,,,,,,,,,,,,,,,,,,
40968,41946,Juan Sebastian Gomez/Nicolas Kicker,,,,,,,,,,,,,,,,,,,,,
40969,41947,Juan Ignacio Londero/Axel Michon,,,,,,,,,,,,,,,,,,,,,
40970,41948,Sergio Galdos/Jose Hernandez-Fernandez,,,,,,,,,,,,,,,,,,,,,
40971,41949,Nicolas Jarry/Cesar Ramirez,,,,,,,,,,,,,,,,,,,,,
40972,41950,Jose Daniel Bendeck/Alejandro Gomez,,,,,,,,,,,,,,,,,,,,,
40973,41951,Nicolas Barrientos/Fernando Romboli,,,,,,,,,,,,,,,,,,,,,
40974,41952,Niels Desein/Matt Seeberger,,,,,,,,,,,,,,,,,,,,,
40975,41953,Marcelo Arevalo/Giovanni Lapentti,,,,,,,,,,,,,,,,,,,,,
40976,41954,Gonzalo Lama/Connor Smith,,,,,,,,,,,,,,,,,,,,,
40983,41961,Dragos Nicolae Madaras,1997-09-12 00:00:00,ROU,721.0,-8.0,31.0,,,,,,,,,,,,,,,,100184382.0
40986,41964,Nicola Kuhn,2000-03-20 00:00:00,GER,893.0,-1.0,17.0,,,,,,,,,,,,,,,,100197348.0
41015,41993,Deiton Baughman/Eric Quigley,,,,,,,,,,,,,,,,,,,,,
41095,42073,Jonathan Mridha/Fred Simonsson,,,,,,,,,,,,,,,,,,,,,
41134,42112,Andreas Beck/John Millman,,,,,,,,,,,,,,,,,,,,,
41172,42150,Ivan Marrero Curbelo,1998-09-27 00:00:00,ESP,,,,,,,,,,,,,,,,,,,100246122.0
41201,42179,Xavier Gabarro,1999-10-16 00:00:00,ESP,,,,,,,,,,,,,,,,,,,100264733.0
41221,42199,Mathieu Meyer,,GER,,,,,,,,,,,,,,,,,,,
41222,42200,Marc Rittershofen,1993-03-05 00:00:00,GER,,,,,,,,,,,,,,,,,,,
41223,42201,Paolo Lorenzi/Luca Vanni,,,,,,,,,,,,,,,,,,,,,
41224,42202,Robert Lindstedt/Bernard Tomic,,,,,,,,,,,,,,,,,,,,,
41225,42203,Lukas Rosol/Gilles Simon,,,,,,,,,,,,,,,,,,,,,
41226,42204,Nick Kyrgios/Jack Sock,,,,,,,,,,,,,,,,,,,,,
41227,42205,Ilya Ivashka/Alexander Kudryavtsev,,,,,,,,,,,,,,,,,,,,,
41228,42206,Philip Bester/Omar Jasika,,,,,,,,,,,,,,,,,,,,,
41229,42207,Dimitar Kutrovsky/Daniel Nguyen,,,,,,,,,,,,,,,,,,,,,
41230,42208,Toshihide Matsui/Frederik Nielsen,,,,,,,,,,,,,,,,,,,,,
41231,42209,Sun-Yong Kim/Dae-Hee Lee,,,,,,,,,,,,,,,,,,,,,
41232,42210,Vladimir Ivanov/Dzmitry Zhyrmont,,,,,,,,,,,,,,,,,,,,,
41233,42211,Laslo Djere/Pedja Krstin,,,,,,,,,,,,,,,,,,,,,
41234,42212,Batyr Sapaev/Khumoun Sultanov,,,,,,,,,,,,,,,,,,,,,
41235,42213,Alexander Bury/Anton Zaitcev,,,,,,,,,,,,,,,,,,,,,
41236,42214,Aldin Setkic/Boy Westerhof,,,,,,,,,,,,,,,,,,,,,
41237,42215,Guilherme Clezar/Farrukh Dustov,,,,,,,,,,,,,,,,,,,,,
41238,42216,Ivan Gakhov/Aslan Karatsev,,,,,,,,,,,,,,,,,,,,,
41239,42217,Jason Murray Kubler/John Millman,,,,,,,,,,,,,,,,,,,,,
41240,42218,Alessandro Motti/Dennis Novikov,,,,,,,,,,,,,,,,,,,,,
41241,42219,Richard Berankis/Guido Pella,,,,,,,,,,,,,,,,,,,,,
41242,42220,Maxime Authom/Patrick Grigoriu,,,,,,,,,,,,,,,,,,,,,
41243,42221,Eric Butorac/Thanasi Kokkinakis,,,,,,,,,,,,,,,,,,,,,
41244,42222,Kimmer Coppejans/Niels Desein,,,,,,,,,,,,,,,,,,,,,
41245,42223,Facundo Arguello/Gastao Elias,,,,,,,,,,,,,,,,,,,,,
41246,42224,Lucas Pouille/Sergiy Stakhovsky,,,,,,,,,,,,,,,,,,,,,
41247,42225,Adrien Puget/Laurent Rochette,,,,,,,,,,,,,,,,,,,,,
41248,42226,Quentin Halys/Tristan Lamasine,,,,,,,,,,,,,,,,,,,,,
41249,42227,Andre Ghem/Ante Pavic,,,,,,,,,,,,,,,,,,,,,
41255,42233,Soon-Woo Kwon/Duckhee Lee,,,,,,,,,,,,,,,,,,,,,
41312,42303,Enzo Couacaud/Calvin Hemery,,,,,,,,,,,,,,,,,,,,,
41313,42304,Riccardo Bonadio/Pietro Rondoni,,,,,,,,,,,,,,,,,,,,,
41318,42309,Jarryd Chaplin/Alexander Sarkissian,,,,,,,,,,,,,,,,,,,,,
41414,42406,Santiago Perez,1999-12-03 00:00:00,COL,,,,,,,,,,,,,,,,,,,100283537.0
41427,42419,Gonazalo Ferreira,2000-11-11 00:00:00,POR,,,,,,,,,,,,,,,,,,,100230619.0
41459,42451,Sebastian Korda,2000-07-05 00:00:00,USA,,,,,,,,,,,,,,,,,,,100291609.0
41462,42454,Alexander Mannapov/Mats Moraing,,,,,,,,,,,,,,,,,,,,,
41463,42455,Sevan Kelpetindjian,,SUI,,,,,,,,,,,,,,,,,,,
41464,42456,Raven Klaasen/Yen-Hsun Lu,,,,,,,,,,,,,,,,,,,,,
41465,42457,Henri Laaksonen/Luca Margaroli,,,,,,,,,,,,,,,,,,,,,
41466,42458,Damir Dzumhur/Andreas Haider-Maurer,,,,,,,,,,,,,,,,,,,,,
41467,42459,Alexander Bury/Denis Istomin,,,,,,,,,,,,,,,,,,,,,
41468,42460,Cheng-Peng Hsieh/Chieh-Fu Wang,,,,,,,,,,,,,,,,,,,,,
41469,42461,Marcus Daniell/Mikhail Kukushkin,,,,,,,,,,,,,,,,,,,,,
41470,42462,David Marrero/Aisam Qureshi,,,,,,,,,,,,,,,,,,,,,
41471,42463,Daniel Nestor/Alexander Peya,,,,,,,,,,,,,,,,,,,,,
41472,42464,Nikola Milojevic/Frederico Ferreira Silva,,,,,,,,,,,,,,,,,,,,,
41473,42465,Inigo Cervantes/Oriol Roca Batalla,,,,,,,,,,,,,,,,,,,,,
41474,42466,James Cerretani/Yasutaka Uchiyama,,,,,,,,,,,,,,,,,,,,,
41475,42467,Remi Boutillier/Yannick Jankovits,,,,,,,,,,,,,,,,,,,,,
41476,42468,Ti Chen/Ruan Roelofse,,,,,,,,,,,,,,,,,,,,,
41477,42469,Henrique Cunha/Connor Smith,,,,,,,,,,,,,,,,,,,,,
41478,42470,Adrien Bossel/Marco Chiudinelli,,,,,,,,,,,,,,,,,,,,,
41483,42475,Aryan Goveas,,IND,,,,,,,,,,,,,,,,,,,100214700.0
41484,42476,Ribhav Ravikiran,1996-09-26 00:00:00,IND,,,,,,,,,,,,,,,,,,,100248368.0
41530,42522,Fernando Romboli/Caio Zampieri,,,,,,,,,,,,,,,,,,,,,
41669,42661,Carlos Berlocq/Joao Souza,,,,,,,,,,,,,,,,,,,,,
41688,42681,Petr Hajek,1997-03-12 00:00:00,CZE,,,,,,,,,,,,,,879.0,-3.0,40.0,,,100170200.0
41712,42705,Alexandre Rodrigues Girotto,1997-05-21 00:00:00,BRA,,,,,,,,,,,,,,,,,,,100237683.0
41718,42711,Simon Yastremskiy,1998-01-05 00:00:00,UKR,,,,,,,,,,,,,,,,,,,100182957.0
41721,42714,Guillermo Duran/Roberto Maytin,,,,,,,,,,,,,,,,,,,,,
41722,42715,Nicola Ghedin/Matteo Viola,,,,,,,,,,,,,,,,,,,,,
41723,42716,Salvatore Caruso/Federico Gaio,,,,,,,,,,,,,,,,,,,,,
41724,42717,Guido Andreozzi/Nicolas Jarry,,,,,,,,,,,,,,,,,,,,,
41725,42718,Guilherme Clezar/Cesar Ramirez,,,,,,,,,,,,,,,,,,,,,
41726,42719,James Cerretani/Mitchell Krueger,,,,,,,,,,,,,,,,,,,,,
41727,42720,Thanasi Kokkinakis/Lucas Pouille,,,,,,,,,,,,,,,,,,,,,
41728,42722,Thomaz Bellucci/Joao Sousa,,,,,,,,,,,,,,,,,,,,,
41729,42723,Santiago Giraldo/Dusan Lajovic,,,,,,,,,,,,,,,,,,,,,
41730,42724,Marcus Daniell/Steve Darcis,,,,,,,,,,,,,,,,,,,,,
41731,42725,Robin Haase/Mikhail Youzhny,,,,,,,,,,,,,,,,,,,,,
41732,42726,Radu Albot/Lukas Rosol,,,,,,,,,,,,,,,,,,,,,
41733,42727,Maximo Gonzalez/Andre Sa,,,,,,,,,,,,,,,,,,,,,
41734,42728,Aljaz Bedene/Albert Ramos-Vinolas,,,,,,,,,,,,,,,,,,,,,
41735,42729,Enzo Couacaud/Quentin Halys,,,,,,,,,,,,,,,,,,,,,
41736,42730,Dustin Brown/Andreas Haider-Maurer,,,,,,,,,,,,,,,,,,,,,
41737,42731,Rajeev Ram/Horacio Zeballos,,,,,,,,,,,,,,,,,,,,,
41738,42732,Guillermo Garcia-Lopez/Edouard Roger-Vasselin,,,,,,,,,,,,,,,,,,,,,
41739,42733,Kenny De Schepper/Benoit Paire,,,,,,,,,,,,,,,,,,,,,
41740,42734,Benjamin Becker/Alexander Satschko,,,,,,,,,,,,,,,,,,,,,
41741,42735,Filip Krajinovic/Viktor Troicki,,,,,,,,,,,,,,,,,,,,,
41742,42736,Johan Brunstrom/Mikhail Kukushkin,,,,,,,,,,,,,,,,,,,,,
41743,42737,Alexander Ovcharov,1998-06-17 00:00:00,RUS,,,,,,,,,,,,,,,,,,,100174670.0
41774,42768,Hernan Casanova/Eduardo Agustin Torre,,,,,,,,,,,,,,,,,,,,,
41777,42771,Franco Agamenone/Franco Emanuel Egea,,,,,,,,,,,,,,,,,,,,,
41824,42818,Mateusz Kowalczyk/Adam Majchrowicz,,,,,,,,,,,,,,,,,,,,,
41861,42855,Francesco Borgo/Salvatore Caruso,,,,,,,,,,,,,,,,,,,,,
41975,42970,Martin Hlavacka,1999-12-20 00:00:00,CZE,,,,,,,,,,,,,,,,,,,100267936.0
41976,42971,Vit Kopriva,1997-06-15 00:00:00,CZE,531.0,91.0,64.0,,,,,,,,,,,,,,,,100168673.0
41977,42972,David Poljak/Vaclav Safranek,,,,,,,,,,,,,,,,,,,,,
41978,42973,Dominik Kellovsky/Jan Satral,,,,,,,,,,,,,,,,,,,,,
41979,42974,Farrukh Dustov/Andriej Kapas,,,,,,,,,,,,,,,,,,,,,
41980,42975,Marco Cecchinato/Luca Vanni,,,,,,,,,,,,,,,,,,,,,
41981,42976,Evgeny Karlovskiy/Michal Konecny,,,,,,,,,,,,,,,,,,,,,
41982,42977,Alexander Bury/Frank Moser,,,,,,,,,,,,,,,,,,,,,
41984,42979,Jae Hwan Kim/Jung-Woong Na,,,,,,,,,,,,,,,,,,,,,
41985,42980,Young Seok Kim/Ji Sung Nam,,,,,,,,,,,,,,,,,,,,,
41986,42981,Omar Jasika/Christopher O'Connell,,,,,,,,,,,,,,,,,,,,,
41987,42982,Zhe Li/Jose Statham,,,,,,,,,,,,,,,,,,,,,
41988,42983,Toshihide Matsui/Shuichi Sekiguchi,,,,,,,,,,,,,,,,,,,,,
41989,42984,Dean O'Brien/Ruan Roelofse,,,,,,,,,,,,,,,,,,,,,
41990,42985,Hiroyasu Ehara/Yusuke Watanuki,,,,,,,,,,,,,,,,,,,,,
41991,42986,David Perez Sanz/Marko Tepavac,,,,,,,,,,,,,,,,,,,,,
41992,42987,Ti Chen/Jeevan Nedunchezhiyan,,,,,,,,,,,,,,,,,,,,,
41993,42988,Masamichi Imamura/Hiroki Koshimizu,,,,,,,,,,,,,,,,,,,,,
41994,42989,Sung Hyuk Kwak/Eun Sik Um,,,,,,,,,,,,,,,,,,,,,
42007,43002,Inigo Cervantes/Renzo Olivo,,,,,,,,,,,,,,,,,,,,,
42008,43003,Vincent Millot/Gianni Mina,,,,,,,,,,,,,,,,,,,,,
42009,43004,Taro Daniel/Tsung-Hua Yang,,,,,,,,,,,,,,,,,,,,,
42010,43005,Jonathan Eysseric/Blaz Rola,,,,,,,,,,,,,,,,,,,,,
42011,43006,Christian Lindell/Elias Ymer,,,,,,,,,,,,,,,,,,,,,
42012,43007,Costin Paval/Adrian Ungur,,,,,,,,,,,,,,,,,,,,,
42013,43008,Johannes Haerteis/Matthias Wunner,,,,,,,,,,,,,,,,,,,,,
42015,43010,Guido Andreozzi/Andres Molteni,,,,,,,,,,,,,,,,,,,,,
42016,43011,Jose Hernandez-Fernandez/Gonzalo Lama,,,,,,,,,,,,,,,,,,,,,
42017,43012,Roberto Carballes Baena/Pere Riba,,,,,,,,,,,,,,,,,,,,,
42018,43013,Matteo Berrettini/Gianluigi Quinzi,,,,,,,,,,,,,,,,,,,,,
42019,43014,Guilherme Clezar/Maximo Gonzalez,,,,,,,,,,,,,,,,,,,,,
42020,43015,James Cerretani/Adam Hubble,,,,,,,,,,,,,,,,,,,,,
42021,43016,Sander Arends/Stephan Fransen,,,,,,,,,,,,,,,,,,,,,
42022,43017,Edoardo Eremin/Pietro Rondoni,,,,,,,,,,,,,,,,,,,,,
42023,43018,Matteo Herrmann-Zunic,1998-12-29 00:00:00,GER,,,,,,,,,,,,,,,,,,,100177816.0
42024,43019,Raven Klaasen/Rajeev Ram,,,,,,,,,,,,,,,,,,,,,
42025,43020,Niels Desein/Hiroki Moriya,,,,,,,,,,,,,,,,,,,,,
42026,43021,Colin Fleming/John-Patrick Smith,,,,,,,,,,,,,,,,,,,,,
42027,43022,Alex Bolt/Luke Saville,,,,,,,,,,,,,,,,,,,,,
42028,43023,Brydan Klein/Divij Sharan,,,,,,,,,,,,,,,,,,,,,
42029,43024,Ryan Harrison/Matt Reid,,,,,,,,,,,,,,,,,,,,,
42030,43025,Robert Kelly,1996-07-31 00:00:00,USA,,,,,,,,,,,,,,,,,,,100246108.0
42067,43062,Alexandru-Daniel Carpen/Ilija Vucic,,,,,,,,,,,,,,,,,,,,,
42157,43152,Peter Luczak/Marc Polmans,,,,,,,,,,,,,,,,,,,,,
42194,43189,Vitalii Shcherba/Vadym Ursu,,,,,,,,,,,,,,,,,,,,,
42199,43194,Marcelo Arevalo/Gonzalo Escobar,,,,,,,,,,,,,,,,,,,,,
42208,43203,Fakih Najib,1995-08-07 00:00:00,LIB,,,,,,,,,,,,,,,,,,,100265870.0
42216,43211,Robert Galloway,1992-09-24 00:00:00,USA,,,,,,,,,,,,,,535.0,-49.0,100.0,,,100264376.0
42239,43235,Felix Wild,1995-08-10 00:00:00,GER,,,,,,,,,,,,,,,,,,,100213004.0
42284,43280,Oleksandr Bielinskyi,1994-05-01 00:00:00,UKR,820.0,24.0,22.0,,,,,,,,,,,790.0,-3.0,50.0,,,100297869.0
42298,43294,Nicolo Schiliro,1998-07-19 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
42299,43295,Nicola Montani,1995-12-27 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
42300,43296,Robin Haase/Benoit Paire,,,,,,,,,,,,,,,,,,,,,
42301,43297,Robert Lindstedt/Scott Lipsky,,,,,,,,,,,,,,,,,,,,,
42302,43298,Ivo Karlovic/Lukasz Kubot,,,,,,,,,,,,,,,,,,,,,
42303,43299,Philipp Petzschner/Jan-Lennard Struff,,,,,,,,,,,,,,,,,,,,,
42304,43300,Marin Cilic/Frank Moser,,,,,,,,,,,,,,,,,,,,,
42306,43302,Laurynas Grigelis/Matteo Viola,,,,,,,,,,,,,,,,,,,,,
42307,43303,Patricio Heras/Rui Machado,,,,,,,,,,,,,,,,,,,,,
42308,43304,Pedro Cachin/Fabiano De Paula,,,,,,,,,,,,,,,,,,,,,
42309,43305,Daniil Medvedev/Anton Zaitcev,,,,,,,,,,,,,,,,,,,,,
42310,43306,Radu Albot/Alexander Kudryavtsev,,,,,,,,,,,,,,,,,,,,,
42311,43307,Maximo Gonzalez/Jesse Huta Galung,,,,,,,,,,,,,,,,,,,,,
42312,43308,Gianluigi Quinzi/Stefano Travaglia,,,,,,,,,,,,,,,,,,,,,
42313,43309,Alessio Di Mauro/Nicolo Schiliro,,,,,,,,,,,,,,,,,,,,,
42314,43310,Andreas Siljestrom/Elias Ymer,,,,,,,,,,,,,,,,,,,,,
42315,43311,Roberto Carballes Baena/Guilherme Clezar,,,,,,,,,,,,,,,,,,,,,
42316,43312,Marton Fucsovics/Aleksandr Nedovesov,,,,,,,,,,,,,,,,,,,,,
42317,43313,Alexander Bury/Riccardo Ghedin,,,,,,,,,,,,,,,,,,,,,
42318,43314,Patrick Grigoriu/Fabricio Neis,,,,,,,,,,,,,,,,,,,,,
42319,43315,Dominik Kellovsky/Henri Laaksonen,,,,,,,,,,,,,,,,,,,,,
42320,43316,Tristan Lamasine/Yasutaka Uchiyama,,,,,,,,,,,,,,,,,,,,,
42321,43317,Roman Jebavy/Adam Pavlasek,,,,,,,,,,,,,,,,,,,,,
42322,43318,Tomas Papik/Matej Vocel,,,,,,,,,,,,,,,,,,,,,
42323,43319,Patrik Rikl/Pavel Staubert,,,,,,,,,,,,,,,,,,,,,
42324,43320,Giovanni Lapentti/Christian Lindell,,,,,,,,,,,,,,,,,,,,,
42325,43321,Norbert Gombos/Jan Satral,,,,,,,,,,,,,,,,,,,,,
42326,43322,Eric Butorac/Colin Fleming,,,,,,,,,,,,,,,,,,,,,
42327,43323,Mao-Xin Gong/Saketh-Sai Myneni,,,,,,,,,,,,,,,,,,,,,
42328,43324,Konstantin Kravchuk/Denis Kudla,,,,,,,,,,,,,,,,,,,,,
42329,43325,Niels Desein/Igor Sijsling,,,,,,,,,,,,,,,,,,,,,
42330,43326,Somdev Devvarman/Jimmy Wang,,,,,,,,,,,,,,,,,,,,,
42368,43364,Collin Altamirano/Thai Kwiatkowski,,,,,,,,,,,,,,,,,,,,,
42518,43514,David Gorsic/Tilen Zitnik,,,,,,,,,,,,,,,,,,,,,
42557,43553,Sergey Fomin,2001-02-01 00:00:00,UZB,,,,,,,,,,,,,,,,,,,100232794.0
42558,43554,Seppe Cuypers,1998-06-24 00:00:00,BEL,,,,,,,,,,,,,,,,,,,100238876.0
42597,43594,Nikita Valentsev,1998-10-17 00:00:00,RUS,,,,,,,,,,,,,,,,,,,100174234.0
42610,43607,Pierre Andrieu,,FRA,,,,,,,,,,,,,,,,,,,
42611,43608,Lisandro Gabbi,1993-06-04 00:00:00,ARG,,,,,,,,,,,,,,,,,,,
42612,43609,Dominic Inglot/Andy Murray,,,,,,,,,,,,,,,,,,,,,
42613,43610,Lleyton Hewitt/Thanasi Kokkinakis,,,,,,,,,,,,,,,,,,,,,
42614,43611,Milos Raonic/Edouard Roger-Vasselin,,,,,,,,,,,,,,,,,,,,,
42615,43612,Simone Bolelli/David Goffin,,,,,,,,,,,,,,,,,,,,,
42616,43613,Tomas Berdych/Jiri Vesely,,,,,,,,,,,,,,,,,,,,,
42617,43614,Janko Tipsarevic/Bernard Tomic,,,,,,,,,,,,,,,,,,,,,
42618,43615,Steve Johnson/Kei Nishikori,,,,,,,,,,,,,,,,,,,,,
42619,43616,Nicolas Barrientos/Sergio Galdos,,,,,,,,,,,,,,,,,,,,,
42620,43617,Flavio Cipolla/Dino Marcan,,,,,,,,,,,,,,,,,,,,,
42621,43618,Pablo Carreno-Busta/Oriol Roca Batalla,,,,,,,,,,,,,,,,,,,,,
42622,43619,James Cerretani/Costin Paval,,,,,,,,,,,,,,,,,,,,,
42623,43620,Gianluca Mager/Gian Marco Moroni,,,,,,,,,,,,,,,,,,,,,
42624,43621,Christian Garin/Jose Hernandez-Fernandez,,,,,,,,,,,,,,,,,,,,,
42625,43622,David Guez/Alexis Musialek,,,,,,,,,,,,,,,,,,,,,
42626,43623,Miliaan Niesten/Gleb Sakharov,,,,,,,,,,,,,,,,,,,,,
42627,43624,Rogerio Dutra Da Silva/Christian Lindell,,,,,,,,,,,,,,,,,,,,,
42628,43625,Remi Boutillier/Maxime Teixeira,,,,,,,,,,,,,,,,,,,,,
42629,43626,Patrick Grigoriu/Luca Margaroli,,,,,,,,,,,,,,,,,,,,,
42630,43627,Guilherme Clezar/Nicolas Kicker,,,,,,,,,,,,,,,,,,,,,
42631,43628,Geoffrey Blancaneaux/Maxime Tabatruong,,,,,,,,,,,,,,,,,,,,,
42632,43629,James Cluskey/Alexandre Sidorenko,,,,,,,,,,,,,,,,,,,,,
42633,43630,Fabiano De Paula/Juan Carlos Saez,,,,,,,,,,,,,,,,,,,,,
42634,43631,Uladzimir Ignatik/Dusan Lojda,,,,,,,,,,,,,,,,,,,,,
42635,43632,Alexander Bury/Andriej Kapas,,,,,,,,,,,,,,,,,,,,,
42636,43633,Djordje Djokovic/Peter Vajda,,,,,,,,,,,,,,,,,,,,,
42637,43634,Ivo Klec/Aleksandr Nedovesov,,,,,,,,,,,,,,,,,,,,,
