,ID_P,NAME_P,DATE_P,COUNTRY_P,RANK_P,PROGRESS_P,POINT_P,HARDPOINT_P,HARDTOUR_P,CLAYPOINT_P,CLAYTOUR_P,GRASSPOINT_P,GRASSTOUR_P,CARPETPOINT_P,CARPETTOUR_P,PRIZE_P,CH_P,DR_P,DP_P,DO_P,IHARDPOINT_P,IHARDTOUR_P,ITF_ID
42638,43635,Khumoun Sultanov/Pavel Tsoy,,,,,,,,,,,,,,,,,,,,,
42639,43636,Marcelo Arevalo/Ilya Ivashka,,,,,,,,,,,,,,,,,,,,,
42640,43637,Nikola Milojevic/Marko Tepavac,,,,,,,,,,,,,,,,,,,,,
42641,43638,Adrien Bossel/Aldin Setkic,,,,,,,,,,,,,,,,,,,,,
42642,43639,Markos Kalovelonis/Chuhan Wang,,,,,,,,,,,,,,,,,,,,,
42643,43640,Denys Molchanov/Franko Skugor,,,,,,,,,,,,,,,,,,,,,
42652,43649,John Millman/Andrew Whittington,,,,,,,,,,,,,,,,,,,,,
42653,43650,Liam Broady/Joshua Milton,,,,,,,,,,,,,,,,,,,,,
42654,43651,Cesar Ramirez/John-Patrick Smith,,,,,,,,,,,,,,,,,,,,,
42655,43652,Johan Brunstrom/Matwe Middelkoop,,,,,,,,,,,,,,,,,,,,,
42759,43756,Yuqing Ning/Zhuoyang Qiu,,,,,,,,,,,,,,,,,,,,,
42777,43774,Yosuke Watanuki/Yusuke Watanuki,,,,,,,,,,,,,,,,,,,,,
42782,43779,Makoto Ochi/Ryota Tanuma,,,,,,,,,,,,,,,,,,,,,
42859,43856,Natthasith Kunsuwan,2000-02-23 00:00:00,THA,,,,,,,,,,,,,,,,,,,100254834.0
42930,43928,Kento Yamada,1998-07-19 00:00:00,JPN,,,,,,,,,,,,,,807.0,-2.0,48.0,,,100220296.0
42934,43932,Marcel Granollers/Leander Paes,,,,,,,,,,,,,,,,,,,,,
42935,43933,Juan Monaco/Diego Sebastian Schwartzman,,,,,,,,,,,,,,,,,,,,,
42936,43934,Simone Bolelli/Aisam Qureshi,,,,,,,,,,,,,,,,,,,,,
42937,43935,Guillermo Duran/Leonardo Mayer,,,,,,,,,,,,,,,,,,,,,
42938,43936,Robert Lindstedt/Artem Sitak,,,,,,,,,,,,,,,,,,,,,
42939,43937,Ruben Gonzales/Grzegorz Panfil,,,,,,,,,,,,,,,,,,,,,
42940,43938,Marcelo Arevalo/Fabiano De Paula,,,,,,,,,,,,,,,,,,,,,
42941,43939,Patrick Grigoriu/Ramkumar Ramanathan,,,,,,,,,,,,,,,,,,,,,
42942,43940,Axel Michon/Benoit Paire,,,,,,,,,,,,,,,,,,,,,
42943,43941,Oriol Roca Batalla/Jordi Samper-Montana,,,,,,,,,,,,,,,,,,,,,
42944,43942,Riccardo Bellotti/Peter Torebko,,,,,,,,,,,,,,,,,,,,,
42945,43943,Jose Checa-Calvo/Cesar Ramirez,,,,,,,,,,,,,,,,,,,,,
42946,43944,Alessandro Giannessi/Pietro Licciardi,,,,,,,,,,,,,,,,,,,,,
42947,43945,Flavio Cipolla/Andrey Golubev,,,,,,,,,,,,,,,,,,,,,
42948,43946,Davide Carpi/Stefano Mezzadri,,,,,,,,,,,,,,,,,,,,,
42951,43949,Ezekiel Clark,1998-07-19 00:00:00,USA,,,,,,,,,,,,,,,,,,,100221398.0
42952,43950,Alexandar Lazarov,,BUL,641.0,161.0,41.0,,,,,,,,,,,,,,,,100188561.0
42953,43951,Chung Han Tsai,1998-04-02 00:00:00,TPE,,,,,,,,,,,,,,,,,,,100219861.0
42954,43952,Nathaniel Lammons,1993-08-12 00:00:00,USA,,,,,,,,,,,,,,748.0,61.0,57.0,,,100117768.0
42992,43990,Phassawit Burapharitta/Jirat Navasirisomboon,,,,,,,,,,,,,,,,,,,,,
43048,44046,Jui-Chen Hung/Chieh-Fu Wang,,,,,,,,,,,,,,,,,,,,,
43168,44167,Richard Berankis/James Cerretani,,,,,,,,,,,,,,,,,,,,,
43169,44168,Andres Molteni/Hans Podlipnik-Castillo,,,,,,,,,,,,,,,,,,,,,
43170,44169,Jonathan Erlich/Philipp Petzschner,,,,,,,,,,,,,,,,,,,,,
43171,44170,Brydan Klein/David Rice,,,,,,,,,,,,,,,,,,,,,
43172,44171,Miguel-Angel Reyes-Varela/Divij Sharan,,,,,,,,,,,,,,,,,,,,,
43260,44260,Lukasz Kubot/Max Mirnyi,,,,,,,,,,,,,,,,,,,,,
43261,44261,Alexander Schleper,1991-05-19 00:00:00,GER,,,,,,,,,,,,,,,,,,,
43262,44262,Marc Miran,1996-11-05 00:00:00,GER,,,,,,,,,,,,,,,,,,,
43263,44263,Beruk Tsegai,,ERI,,,,,,,,,,,,,,,,,,,
43264,44264,Nils Heuser,,GER,,,,,,,,,,,,,,,,,,,
43265,44265,Tim Smyczek/Jiri Vesely,,,,,,,,,,,,,,,,,,,,,
43266,44266,Thomaz Bellucci/Guillermo Duran,,,,,,,,,,,,,,,,,,,,,
43267,44267,Adrian Mannarino/Lucas Pouille,,,,,,,,,,,,,,,,,,,,,
43268,44268,Martin Klizan/Lukas Rosol,,,,,,,,,,,,,,,,,,,,,
43269,44269,Mahesh Bhupathi/Janko Tipsarevic,,,,,,,,,,,,,,,,,,,,,
43270,44270,Nicolas Almagro/Adrian Menendez-Maceiras,,,,,,,,,,,,,,,,,,,,,
43271,44271,Dominic Inglot/Edouard Roger-Vasselin,,,,,,,,,,,,,,,,,,,,,
43272,44272,Edward Corrie/Kyle Edmund,,,,,,,,,,,,,,,,,,,,,
43273,44273,Teimuraz Gabashvili/Yen-Hsun Lu,,,,,,,,,,,,,,,,,,,,,
43274,44274,Dusan Lajovic/Viktor Troicki,,,,,,,,,,,,,,,,,,,,,
43275,44275,Samuel Groth/Sergiy Stakhovsky,,,,,,,,,,,,,,,,,,,,,
43276,44276,Guillermo Garcia-Lopez/Malek Jaziri,,,,,,,,,,,,,,,,,,,,,
43277,44277,Albert Ramos-Vinolas/Andreas Seppi,,,,,,,,,,,,,,,,,,,,,
43278,44278,Leonardo Mayer/Diego Sebastian Schwartzman,,,,,,,,,,,,,,,,,,,,,
43279,44279,Marco Bergagnin/Michele Longo,,,,,,,,,,,,,,,,,,,,,
43280,44280,Nicolas Barrientos/Christian Lindell,,,,,,,,,,,,,,,,,,,,,
43281,44281,Mohamed Safwat/Antonio Sancic,,,,,,,,,,,,,,,,,,,,,
43282,44282,Sergio Galdos/Dino Marcan,,,,,,,,,,,,,,,,,,,,,
43283,44283,Pedro Cachin/Roberto Carballes Baena,,,,,,,,,,,,,,,,,,,,,
43284,44284,Hugo Dellien/Cesar Ramirez,,,,,,,,,,,,,,,,,,,,,
43285,44285,Facundo Arguello/Nicolas Kicker,,,,,,,,,,,,,,,,,,,,,
43286,44286,Omar Giacalone/Stefano Napolitano,,,,,,,,,,,,,,,,,,,,,
43288,44288,Mikhail Elgin/Andrey Rublev,,,,,,,,,,,,,,,,,,,,,
43289,44289,Patrick Grigoriu/David Rice,,,,,,,,,,,,,,,,,,,,,
43290,44290,Jan Choinski/Jannis Kahlke,,,,,,,,,,,,,,,,,,,,,
43291,44291,Pedja Krstin/Giovanni Lapentti,,,,,,,,,,,,,,,,,,,,,
43292,44292,Yannick Hanfmann/Julian Lenz,,,,,,,,,,,,,,,,,,,,,
43293,44293,Maxime Authom/Jerome Inzerillo,,,,,,,,,,,,,,,,,,,,,
43294,44294,Paul-Henri Mathieu/Axel Michon,,,,,,,,,,,,,,,,,,,,,
43295,44295,Ruben Gonzales/Ruan Roelofse,,,,,,,,,,,,,,,,,,,,,
43296,44296,Taro Daniel/Renzo Olivo,,,,,,,,,,,,,,,,,,,,,
43297,44297,Ilija Bozoljac/Jurgen Zopp,,,,,,,,,,,,,,,,,,,,,
43301,44301,Nicholas S. Hu,1994-04-24 00:00:00,USA,,,,,,,,,,,,,,,,,,,100172453.0
43302,44302,Marco Bortolotti/Alexander Jakupovic,,,,,,,,,,,,,,,,,,,,,
43320,44320,Yan Bai/Riccardo Ghedin,,,,,,,,,,,,,,,,,,,,,
43325,44325,He Feng/Yuqing Ning,,,,,,,,,,,,,,,,,,,,,
43381,44381,Mackenzie Mcdonald/Nicolas Meister,,,,,,,,,,,,,,,,,,,,,
43444,44444,Anvit Bendre/Mohit Mayur Jayaprakash,,,,,,,,,,,,,,,,,,,,,
43453,44453,Alberto Bagarello/Ettore Capello,,,,,,,,,,,,,,,,,,,,,
43537,44537,Lorenzo Corioni,1998-05-16 00:00:00,ITA,,,,,,,,,,,,,,,,,,,100174089.0
43545,44545,Mitchell Thomas Mcdaniels,1992-01-07 00:00:00,USA,,,,,,,,,,,,,,,,,,,100240634.0
43555,44555,Jurij Rodionov,1999-05-16 00:00:00,AUT,,,,,,,,,,,,,,,,,,,100197556.0
43556,44556,Maxime Pauwels,1998-07-31 00:00:00,BEL,,,,,,,,,,,,,,,,,,,100203630.0
43572,44572,Mustafa Erdogan,2000-08-19 00:00:00,TUR,,,,,,,,,,,,,,,,,,,100228432.0
43573,44573,Mert Alkaya,2000-06-14 00:00:00,TUR,,,,,,,,,,,,,,,,,,,100195339.0
43582,44582,Austin Hussey,1997-04-30 00:00:00,USA,,,,,,,,,,,,,,,,,,,100222792.0
43584,44584,Joshua Oxley,1990-12-17 00:00:00,GBR,,,,,,,,,,,,,,,,,,,100076666.0
43585,44586,Nils Langer/Maximilian Marterer,,,,,,,,,,,,,,,,,,,,,
43586,44587,Simon Stadler/Jan-Lennard Struff,,,,,,,,,,,,,,,,,,,,,
43587,44588,Radu Albot/Rameez Junaid,,,,,,,,,,,,,,,,,,,,,
43590,44591,Patrick Grigoriu/Ilija Vucic,,,,,,,,,,,,,,,,,,,,,
43591,44592,Andrea Collarini/Sergio Galdos,,,,,,,,,,,,,,,,,,,,,
43592,44593,Andreas Beck/Peter Gojowczyk,,,,,,,,,,,,,,,,,,,,,
43593,44594,Niels Desein/Germain Gigounon,,,,,,,,,,,,,,,,,,,,,
43595,44596,Graham Alrutz/Dennis Nevolo,,,,,,,,,,,,,,,,,,,,,
43596,44597,Greg Jones/Alex Kuznetsov,,,,,,,,,,,,,,,,,,,,,
43597,44598,Sekou Bangoura/Frank Dancevic,,,,,,,,,,,,,,,,,,,,,
43598,44599,Erik Crepaldi/Henrique Cunha,,,,,,,,,,,,,,,,,,,,,
43599,44600,Saketh-Sai Myneni/Matt Reid,,,,,,,,,,,,,,,,,,,,,
43600,44601,Aron Hiltzik/Robert A. Stineman,,,,,,,,,,,,,,,,,,,,,
43601,44602,Daniel Nguyen/Alexander Sarkissian,,,,,,,,,,,,,,,,,,,,,
43602,44603,Omar Jasika/Benjamin Mitchell,,,,,,,,,,,,,,,,,,,,,
43603,44604,Ricardo Pabon,1992-12-31 00:00:00,COL,,,,,,,,,,,,,,,,,,,100144275.0
43666,44667,Shahin Khaledan/Anoosha Shahgholi,,,,,,,,,,,,,,,,,,,,,
43737,44738,Sarp Agabigun/Muhammet Haylaz,,,,,,,,,,,,,,,,,,,,,
43750,44751,Hunter Callahan/Herkko Pollanen,,,,,,,,,,,,,,,,,,,,,
43772,44773,Nathan Seateun,1997-06-25 00:00:00,FRA,,,,,,,,,,,,,,,,,,,100175167.0
43778,44779,Lorenzo Fucile,1997-05-13 00:00:00,ITA,,,,,,,,,,,,,,,,,,,100177064.0
43807,44809,Umut Akkoyun,2000-07-10 00:00:00,TUR,,,,,,,,,,,,,,,,,,,100204489.0
43808,44810,Przemyslaw Michocki,1997-10-27 00:00:00,POL,,,,,,,,,,,,,,,,,,,
43809,44811,Robert Farah/Santiago Gonzalez,,,,,,,,,,,,,,,,,,,,,
43810,44812,Nicholas Monroe/Mate Pavic,,,,,,,,,,,,,,,,,,,,,
43811,44813,Johan Brunstrom/Marcelo Demoliner,,,,,,,,,,,,,,,,,,,,,
43812,44814,Marco Chiudinelli/Frederik Nielsen,,,,,,,,,,,,,,,,,,,,,
43813,44815,Malek Jaziri/Frank Moser,,,,,,,,,,,,,,,,,,,,,
43814,44816,Dustin Brown/John-Patrick Smith,,,,,,,,,,,,,,,,,,,,,
43815,44817,Alexander Bury/Andreas Siljestrom,,,,,,,,,,,,,,,,,,,,,
43816,44818,Ryan Harrison/Mark Philippoussis,,,,,,,,,,,,,,,,,,,,,
43817,44819,Illya Marchenko/Adrian Menendez-Maceiras,,,,,,,,,,,,,,,,,,,,,
43818,44820,Mikhail Elgin/Mateusz Kowalczyk,,,,,,,,,,,,,,,,,,,,,
43819,44821,Hubert Hurkacz/Jan Zielinski,,,,,,,,,,,,,,,,,,,,,
43820,44822,Vlad Victor Cornea/Karol Drzewiecki,,,,,,,,,,,,,,,,,,,,,
43821,44823,Tomasz Bednarek/Alexander Satschko,,,,,,,,,,,,,,,,,,,,,
43822,44824,Maxim Dubarenco/Alexander Kudryavtsev,,,,,,,,,,,,,,,,,,,,,
43823,44825,Adam Pavlasek/Jan Satral,,,,,,,,,,,,,,,,,,,,,
43824,44826,Michal Dembek/Viktor Kostin,,,,,,,,,,,,,,,,,,,,,
43825,44827,Guillermo Duran/Sergio Galdos,,,,,,,,,,,,,,,,,,,,,
43826,44828,Damir Dzumhur/Sander Groen,,,,,,,,,,,,,,,,,,,,,
43827,44829,Toni Androic/Matteo Marfia,,,,,,,,,,,,,,,,,,,,,
43828,44830,Mohamed Safwat/Divij Sharan,,,,,,,,,,,,,,,,,,,,,
43829,44831,Alexandru-Daniel Carpen/Riccardo Ghedin,,,,,,,,,,,,,,,,,,,,,
43830,44832,Salvatore Caruso/Gianluca Naso,,,,,,,,,,,,,,,,,,,,,
43831,44833,Roberto Marcora/Matteo Viola,,,,,,,,,,,,,,,,,,,,,
43832,44834,Alessandro Giannessi/Albert Ramos-Vinolas,,,,,,,,,,,,,,,,,,,,,
43833,44835,Edoardo Eremin/Stefano Napolitano,,,,,,,,,,,,,,,,,,,,,
43835,44837,Michal Konecny/Petr Michnev,,,,,,,,,,,,,,,,,,,,,
43861,44863,Daniil Medvedev/Zhizhen Zhang,,,,,,,,,,,,,,,,,,,,,
43886,44888,Nicolo Turchetti/Andrea Vavassori,,,,,,,,,,,,,,,,,,,,,
43889,44891,Mohamed Safwat/Tristan-Samuel Weissborn,,,,,,,,,,,,,,,,,,,,,
43964,44966,Ruben Bemelmans/Kimmer Coppejans,,,,,,,,,,,,,,,,,,,,,
43987,44990,Michiel De Krom,1998-06-27 00:00:00,NED,,,,,,,,,,,,,,,,,,,100185509.0
43988,44991,William Jones,,USA,,,,,,,,,,,,,,,,,,,
43989,44992,Frank Moser/Adil Shamasdin,,,,,,,,,,,,,,,,,,,,,
43990,44993,Aljaz Bedene/Dominic Thiem,,,,,,,,,,,,,,,,,,,,,
43991,44994,Alexander Bury/Oliver Marach,,,,,,,,,,,,,,,,,,,,,
43992,44995,Pablo Carreno-Busta/Marcel Granollers,,,,,,,,,,,,,,,,,,,,,
43993,44996,Dominic Inglot/Philipp Petzschner,,,,,,,,,,,,,,,,,,,,,
43994,44997,James Cluskey/Andreas Siljestrom,,,,,,,,,,,,,,,,,,,,,
43995,44998,Kenny De Schepper/Rogerio Dutra Da Silva,,,,,,,,,,,,,,,,,,,,,
43996,44999,Denis Istomin/Stephane Robert,,,,,,,,,,,,,,,,,,,,,
43997,45000,Alessandro Motti/Albert Ramos-Vinolas,,,,,,,,,,,,,,,,,,,,,
43998,45001,Treat Conrad Huey/Rajeev Ram,,,,,,,,,,,,,,,,,,,,,
43999,45002,Malek Jaziri/Pere Riba,,,,,,,,,,,,,,,,,,,,,
44000,45003,Matthew Ebden/Adrian Mannarino,,,,,,,,,,,,,,,,,,,,,
44001,45004,Edouard Roger-Vasselin/Radek Stepanek,,,,,,,,,,,,,,,,,,,,,
44002,45005,Marcelo Demoliner/Adrian Menendez-Maceiras,,,,,,,,,,,,,,,,,,,,,
44003,45006,Austin Krajicek/Illya Marchenko,,,,,,,,,,,,,,,,,,,,,
44004,45007,Patrick Grigoriu/Henri Laaksonen,,,,,,,,,,,,,,,,,,,,,
44005,45008,Patrick Kaukovalta/David Sarkisov,,,,,,,,,,,,,,,,,,,,,
44006,45009,Axel Michon/Henrik Sillanpaa,,,,,,,,,,,,,,,,,,,,,
44007,45010,Harri Heliovaara/Patrik Niklas-Salminen,,,,,,,,,,,,,,,,,,,,,
44008,45011,Jonathan Eysseric/Gianni Mina,,,,,,,,,,,,,,,,,,,,,
44009,45012,Maxime Hamou/Calvin Hemery,,,,,,,,,,,,,,,,,,,,,
44010,45013,Tomislav Brkic/Antonio Veic,,,,,,,,,,,,,,,,,,,,,
44011,45014,Andre Ghem/Tristan Lamasine,,,,,,,,,,,,,,,,,,,,,
44012,45015,Lauri Kiiski/Tero Vilen,,,,,,,,,,,,,,,,,,,,,
44013,45016,Pyry Hyrkkonen/Ristomatti Lanne,,,,,,,,,,,,,,,,,,,,,
44014,45017,Pedja Krstin/Jan Satral,,,,,,,,,,,,,,,,,,,,,
44015,45018,Remi Boutillier/David Guez,,,,,,,,,,,,,,,,,,,,,
44016,45019,Quentin Halys/Matteo Volante,,,,,,,,,,,,,,,,,,,,,
44017,45020,Joshua Milton/Di Wu,,,,,,,,,,,,,,,,,,,,,
44018,45021,Riccardo Ghedin/Hiroki Moriya,,,,,,,,,,,,,,,,,,,,,
44019,45022,Divij Sharan/Ken Skupski,,,,,,,,,,,,,,,,,,,,,
44020,45023,Jean-Yves Aubone/Raymond Sarmiento,,,,,,,,,,,,,,,,,,,,,
44021,45024,Enzo Couacaud/Luke Saville,,,,,,,,,,,,,,,,,,,,,
44022,45025,Felix Auger Aliassime/Alexis Galarneau,,,,,,,,,,,,,,,,,,,,,
44023,45026,Nikita Kryvonos/Kelsey Stevenson,,,,,,,,,,,,,,,,,,,,,
44024,45027,Erik Crepaldi/Adam El Mihdawy,,,,,,,,,,,,,,,,,,,,,
44025,45028,Jack Mingjie Lin/Denis Shapovalov,,,,,,,,,,,,,,,,,,,,,
44026,45029,Nicholas Bybel/Artem Khrapko,,,,,,,,,,,,,,,,,,,,,
44027,45030,Ante Pavic/Matija Pecotic,,,,,,,,,,,,,,,,,,,,,
44028,45031,George Barth/Keith R Whittingham,,,,,,,,,,,,,,,,,,,,,
44029,45032,Gregoire Barrere/Tom Jomby,,,,,,,,,,,,,,,,,,,,,
44030,45033,Patrick Daciek/Austin Smith,,,,,,,,,,,,,,,,,,,,,
44031,45034,Bjorn Fratangelo/Nicolas Jarry,,,,,,,,,,,,,,,,,,,,,
44032,45035,Sekou Bangoura/Guilherme Clezar,,,,,,,,,,,,,,,,,,,,,
44033,45036,Jason Jung/Takuto Niki,,,,,,,,,,,,,,,,,,,,,
44034,45037,Daniel Nguyen/Dennis Novikov,,,,,,,,,,,,,,,,,,,,,
44035,45038,Carsten Ball/Brydan Klein,,,,,,,,,,,,,,,,,,,,,
44036,45039,Adam Hubble/Alexandre Sidorenko,,,,,,,,,,,,,,,,,,,,,
44037,45040,Roy De Valk/Scott Griekspoor,,,,,,,,,,,,,,,,,,,,,
44038,45041,Sander Groen/Gregory Ouellette,,,,,,,,,,,,,,,,,,,,,
44039,45042,Jesse Huta Galung/Robert Willekes Macdonald,,,,,,,,,,,,,,,,,,,,,
44040,45043,Sergio Galdos/Fabricio Neis,,,,,,,,,,,,,,,,,,,,,
44041,45044,Stephan Fransen/Peter Torebko,,,,,,,,,,,,,,,,,,,,,
44042,45045,Ariel Behar/Eduardo Dischinger,,,,,,,,,,,,,,,,,,,,,
44043,45046,Jesse Timmermans/Tim Van Terheijden,,,,,,,,,,,,,,,,,,,,,
44048,45051,Yan Bai/Ti Chen,,,,,,,,,,,,,,,,,,,,,
44130,45133,Jan Kuncik/Libor Salaba,,,,,,,,,,,,,,,,,,,,,
44171,45174,Mirza Basic/Amer Delic,,,,,,,,,,,,,,,,,,,,,
44172,45175,Alex Knaff,1997-11-26 00:00:00,LUX,,,,,,,,,,,,,,,,,,,100246729.0
44173,45176,Mark Fynn/Courtney John Lock,,,,,,,,,,,,,,,,,,,,,
44174,45177,Dmitrii Baskov/Andrei Soltoianu,,,,,,,,,,,,,,,,,,,,,
44175,45178,Mikelis Libietis/Janis Podzus,,,,,,,,,,,,,,,,,,,,,
44176,45179,Nicolas Jarry/Hans Podlipnik-Castillo,,,,,,,,,,,,,,,,,,,,,
44177,45180,Daniel Garza/Gerardo Lopez Villasenor,,,,,,,,,,,,,,,,,,,,,
44178,45181,Alex Diaz,1997-08-02 00:00:00,PUR,,,,,,,,,,,,,,,,,,,100252231.0
44180,45183,Eric Diaz/Alex Llompart,,,,,,,,,,,,,,,,,,,,,
44181,45184,Daniel Gutierrez/Julian Saborio,,,,,,,,,,,,,,,,,,,,,
44183,45186,Duilio Beretta/Jorge Brian Panta Herreros,,,,,,,,,,,,,,,,,,,,,
44184,45187,Ben Patael/Dudi Sela,,,,,,,,,,,,,,,,,,,,,
44185,45188,Aljaz Radinski/Grega Zemlja,,,,,,,,,,,,,,,,,,,,,
44187,45190,M. Abid Ali Khan Akbar/Aqeel Khan,,,,,,,,,,,,,,,,,,,,,
44188,45191,Hady Habib/Giovani Samaha,,,,,,,,,,,,,,,,,,,,,
44189,45192,Harshana Godamanna/Dineshkanthan Thangarajah,,,,,,,,,,,,,,,,,,,,,
44194,45197,Jie Cui,1998-01-24 00:00:00,CHN,,,,,,,,,,,,,,,,,,,100248199.0
44256,45259,Federico Delbonis/Paolo Lorenzi,,,,,,,,,,,,,,,,,,,,,
44257,45260,Pablo Carreno-Busta/Andres Molteni,,,,,,,,,,,,,,,,,,,,,
44258,45261,Santiago Giraldo/Feliciano Lopez,,,,,,,,,,,,,,,,,,,,,
44259,45262,Jaume Antoni Munar Clar/Rafael Nadal,,,,,,,,,,,,,,,,,,,,,
44260,45263,Dominic Inglot/Robert Lindstedt,,,,,,,,,,,,,,,,,,,,,
44261,45264,Florian Mayer/Jiri Vesely,,,,,,,,,,,,,,,,,,,,,
44262,45265,Nicolas Almagro/Diego Sebastian Schwartzman,,,,,,,,,,,,,,,,,,,,,
44263,45266,Treat Conrad Huey/Steve Johnson,,,,,,,,,,,,,,,,,,,,,
44264,45267,Christopher Eubanks/Donald Young,,,,,,,,,,,,,,,,,,,,,
44265,45268,Eric Butorac/Artem Sitak,,,,,,,,,,,,,,,,,,,,,
44266,45269,Marcos Baghdatis/Malek Jaziri,,,,,,,,,,,,,,,,,,,,,
44267,45270,Colin Fleming/Gilles Muller,,,,,,,,,,,,,,,,,,,,,
44268,45271,Ti Chen/Franko Skugor,,,,,,,,,,,,,,,,,,,,,
44269,45272,Alexis Musialek/Amir Weintraub,,,,,,,,,,,,,,,,,,,,,
44270,45273,Enrique Lopez-Perez/Yannick Mertens,,,,,,,,,,,,,,,,,,,,,
44271,45274,Yunseong Chung/Djurabeck Karimov,,,,,,,,,,,,,,,,,,,,,
44272,45275,Hiroki Moriya/Connor Smith,,,,,,,,,,,,,,,,,,,,,
44273,45276,Pavel Petrov/Denis Yevseyev,,,,,,,,,,,,,,,,,,,,,
44274,45277,Sanjar Fayziev/Markos Kalovelonis,,,,,,,,,,,,,,,,,,,,,
44275,45278,Marat Deviatiarov/Dimitar Kuzmanov,,,,,,,,,,,,,,,,,,,,,
44276,45279,Stephan Fransen/Nicolas Kicker,,,,,,,,,,,,,,,,,,,,,
44277,45280,Ilija Bozoljac/Stefano Napolitano,,,,,,,,,,,,,,,,,,,,,
44278,45281,Salvatore Caruso/Lorenzo Sonego,,,,,,,,,,,,,,,,,,,,,
44279,45282,Marco Bortolotti/Gianluigi Quinzi,,,,,,,,,,,,,,,,,,,,,
44280,45283,Hugo Dellien/Jose Hernandez-Fernandez,,,,,,,,,,,,,,,,,,,,,
44281,45284,Grzegorz Panfil/Julio Peralta,,,,,,,,,,,,,,,,,,,,,
44282,45285,Alexandru-Daniel Carpen/Dino Marcan,,,,,,,,,,,,,,,,,,,,,
44283,45286,Tomislav Brkic/Federico Coria,,,,,,,,,,,,,,,,,,,,,
44284,45287,Gianluca Naso/Matteo Volante,,,,,,,,,,,,,,,,,,,,,
44285,45288,Viktor Galovic/Filippo Leonardi,,,,,,,,,,,,,,,,,,,,,
44286,45289,Frank Moser/Jan-Lennard Struff,,,,,,,,,,,,,,,,,,,,,
44287,45290,Dimitar Kutrovsky/Saketh-Sai Myneni,,,,,,,,,,,,,,,,,,,,,
44288,45291,Beck Pennington/Eric Quigley,,,,,,,,,,,,,,,,,,,,,
44289,45292,Liam Broady/James Ward,,,,,,,,,,,,,,,,,,,,,
44290,45293,Mitchell Krueger/Frederik Nielsen,,,,,,,,,,,,,,,,,,,,,
44291,45294,Mark Ein/Tom Jomby,,,,,,,,,,,,,,,,,,,,,
44292,45295,John Millman/Ramkumar Ramanathan,,,,,,,,,,,,,,,,,,,,,
44383,45386,Ugo Nastasi/Mike Scheidweiler,,,,,,,,,,,,,,,,,,,,,
44408,45411,Roberto Ortega-Olmedo/Georgi Rumenov Payakov,,,,,,,,,,,,,,,,,,,,,
44443,45446,Eduardo Russi Assumpcao/Mario Vilella Martinez,,,,,,,,,,,,,,,,,,,,,
44465,45468,Pedro Uribe,1998-12-21 00:00:00,COL,,,,,,,,,,,,,,,,,,,100291803.0
44519,45522,Takuto Niki/Yasutaka Uchiyama,,,,,,,,,,,,,,,,,,,,,
44520,45524,Nicolas Almagro/Carlos Berlocq,,,,,,,,,,,,,,,,,,,,,
44521,45525,Pablo Carreno-Busta/Andre Sa,,,,,,,,,,,,,,,,,,,,,
44522,45526,Frantisek Cermak/Adil Shamasdin,,,,,,,,,,,,,,,,,,,,,
44523,45527,Joao Souza/Jiri Vesely,,,,,,,,,,,,,,,,,,,,,
44524,45528,Alexander Erler/Philipp Kohlschreiber,,,,,,,,,,,,,,,,,,,,,
44525,45529,Robin Haase/Henri Kontinen,,,,,,,,,,,,,,,,,,,,,
44526,45530,Daniel Gimeno-Traver/Diego Sebastian Schwartzman,,,,,,,,,,,,,,,,,,,,,
44527,45531,Andreas Haider-Maurer/Rameez Junaid,,,,,,,,,,,,,,,,,,,,,
44528,45532,Andre Begemann/Lukasz Kubot,,,,,,,,,,,,,,,,,,,,,
44529,45533,Andy Murray/Daniel Nestor,,,,,,,,,,,,,,,,,,,,,
44530,45534,Tomasz Bednarek/Julio Peralta,,,,,,,,,,,,,,,,,,,,,
44531,45535,Lubomir Majsajdr/Martin Zahradka,,,,,,,,,,,,,,,,,,,,,
44532,45536,Kimmer Coppejans/Germain Gigounon,,,,,,,,,,,,,,,,,,,,,
44533,45537,Vaclav Safranek/Dominik Suc,,,,,,,,,,,,,,,,,,,,,
44534,45538,Adam Hubble/Hsien-Yin Peng,,,,,,,,,,,,,,,,,,,,,
44535,45539,James Cluskey/Marton Fucsovics,,,,,,,,,,,,,,,,,,,,,
44537,45541,Paolo Lorenzi/Matteo Viola,,,,,,,,,,,,,,,,,,,,,
44538,45542,Julien Cagnina/Stephan Fransen,,,,,,,,,,,,,,,,,,,,,
44539,45543,Sander Arends/Ariel Behar,,,,,,,,,,,,,,,,,,,,,
44540,45544,Tomas Lipovsek Puches/Fernando Romboli,,,,,,,,,,,,,,,,,,,,,
44541,45545,Evgeny Donskoy/Alexandre Sidorenko,,,,,,,,,,,,,,,,,,,,,
44542,45546,Ivan Arenas-Gualda/Erik Crepaldi,,,,,,,,,,,,,,,,,,,,,
44543,45547,Francisco Adolfo Blanco Paris/Jorge Hernando-Ruano,,,,,,,,,,,,,,,,,,,,,
44544,45548,Matthias Bachinger/Peter Gojowczyk,,,,,,,,,,,,,,,,,,,,,
44545,45549,Dustin Brown/Marco Chiudinelli,,,,,,,,,,,,,,,,,,,,,
44546,45550,Konstantin Kravchuk/Divij Sharan,,,,,,,,,,,,,,,,,,,,,
